0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
0	0	0	0.0	0.0	0.0	
1	91	1	93.48	93.48	1.0	
1	90	1	111.98	111.98	1.0	
1	101	1	93.48	93.48	1.0	
1	100	1	111.98	111.98	1.0	
1	7	1	128.832	128.832	1.0	
1	6	1	121.44	121.44	1.0	
1	5	1	153.12	153.12	1.0	
0	0	0	0.0	0.0	0.0	
2	91	1	101.542	94.48	1.0	
2	90	1	115.872	112.98	1.0	
2	101	1	93.966	93.48	0.333	
2	100	1	112.614	111.98	0.333	
2	7	1	138.336	129.832	1.0	
2	6	1	133.056	122.44	1.0	
2	5	1	163.68	154.12	1.0	
0	0	0	0.0	0.0	0.0	
3	91	1	92.186	94.147	0.333	
3	90	1	103.951	112.647	0.333	
3	101	1	93.804	93.48	0.111	
3	100	1	112.403	111.98	0.111	
3	7	1	114.048	129.498	0.333	
3	6	1	108.768	122.106	0.333	
3	5	1	140.448	153.786	0.333	
0	0	0	0.0	0.0	0.0	
4	91	1	84.86	93.48	0.666	
4	90	1	99.312	111.98	0.666	
4	101	1	93.48	93.48	0.1	
4	100	1	111.98	111.98	0.1	
4	7	1	117.215	128.832	0.666	
4	6	1	110.88	121.44	0.666	
4	5	1	140.448	153.12	0.666	
0	0	0	0.0	0.0	0.0	
5	91	1	96.324	93.702	0.222	
5	90	1	108.311	110.647	1.333	
5	101	1	92.832	93.48	0.1	
5	100	1	111.135	111.98	0.1	
5	7	1	116.159	127.498	1.333	
5	6	1	110.88	120.106	1.333	
5	5	1	143.616	151.786	1.333	
0	0	0	0.0	0.0	0.0	
6	91	1	92.186	93.602	0.1	
6	90	1	101.643	107.98	2.666	
6	101	1	91.537	93.38	0.1	
6	100	1	109.446	111.88	0.1	
6	7	1	114.048	124.832	2.666	
6	6	1	109.824	117.44	2.666	
6	5	1	140.448	149.12	2.666	
0	0	0	0.0	0.0	0.0	
7	91	1	89.767	93.402	0.2	
7	90	1	101.643	102.647	5.333	
7	101	1	88.946	93.18	0.2	
7	100	1	106.067	111.68	0.2	
7	7	1	115.104	119.498	5.333	
7	6	1	109.824	112.106	5.333	
7	5	1	140.448	143.786	5.333	
0	0	0	0.0	0.0	0.0	
8	91	1	92.186	93.002	0.4	
8	90	1	101.643	91.98	10.666	
8	101	1	83.765	92.78	0.4	
8	100	1	99.308	111.28	0.4	
8	7	1	114.048	108.832	10.666	
8	6	1	109.824	101.44	10.666	
8	5	1	140.448	133.12	10.666	
0	0	0	0.0	0.0	0.0	
9	91	1	95.164	93.136	0.133	
9	90	1	104.62	95.536	3.555	
9	101	1	85.492	91.98	0.8	
9	100	1	101.561	110.48	0.8	
9	7	1	114.048	112.387	3.555	
9	6	1	109.824	104.995	3.555	
9	5	1	141.504	136.675	3.555	
0	0	0	0.0	0.0	0.0	
10	91	1	93.302	93.136	0.1	
10	90	1	105.289	102.647	7.111	
10	101	1	88.946	90.38	1.6	
10	100	1	106.066	108.88	1.6	
10	7	1	116.159	119.498	7.111	
10	6	1	110.88	112.106	7.111	
10	5	1	142.56	143.786	7.111	
0	0	0	0.0	0.0	0.0	
11	91	1	92.186	93.136	0.1	
11	90	1	99.312	100.276	2.37	
11	101	1	87.795	87.18	3.2	
11	100	1	104.565	105.68	3.2	
11	7	1	114.048	117.128	2.37	
11	6	1	110.88	109.736	2.37	
11	5	1	140.448	141.416	2.37	
0	0	0	0.0	0.0	0.0	
12	91	1	92.744	93.136	0.1	
12	90	1	102.29	101.067	0.79	
12	101	1	98.676	88.247	1.066	
12	100	1	102.824	99.28	6.4	
12	7	1	115.104	112.387	4.74	
12	6	1	110.88	110.526	0.79	
12	5	1	141.504	141.416	0.79	
0	0	0	0.0	0.0	0.0	
13	91	1	95.744	93.236	0.1	
13	90	1	105.289	102.647	1.58	
13	101	1	97.34	90.38	2.133	
13	100	1	105.065	101.413	2.133	
13	7	1	115.104	113.967	1.58	
13	6	1	110.88	110.526	0.263	
13	5	1	142.56	142.206	0.79	
0	0	0	0.0	0.0	0.0	
14	91	1	87.837	93.136	0.1	
14	90	1	104.62	105.807	3.16	
14	101	1	90.036	90.38	0.711	
14	100	1	105.065	105.68	4.266	
14	7	1	117.215	117.128	3.16	
14	6	1	109.824	110.526	0.1	
14	5	1	141.504	142.206	0.263	
0	0	0	0.0	0.0	0.0	
15	91	1	89.767	92.936	0.2	
15	90	1	101.643	104.754	1.053	
15	101	1	91.744	91.091	0.711	
15	100	1	104.317	104.258	1.422	
15	7	1	115.104	116.074	1.053	
15	6	1	109.824	110.526	0.1	
15	5	1	140.448	141.943	0.263	
0	0	0	0.0	0.0	0.0	
16	91	1	90.302	92.536	0.4	
16	90	1	102.29	102.647	2.106	
16	101	1	91.744	91.091	0.237	
16	100	1	104.317	104.258	0.474	
16	7	1	116.159	116.074	0.351	
16	6	1	110.88	110.526	0.1	
16	5	1	141.504	141.943	0.1	
0	0	0	0.0	0.0	0.0	
17	91	1	92.744	92.536	0.133	
17	90	1	104.62	103.349	0.702	
17	101	1	91.744	91.091	0.1	
17	100	1	104.317	104.258	0.158	
17	7	1	115.104	116.074	0.117	
17	6	1	109.824	110.526	0.1	
17	5	1	141.504	141.943	0.1	
0	0	0	0.0	0.0	0.0	
18	91	1	90.302	92.402	0.133	
18	90	1	102.29	103.115	0.234	
18	101	1	91.744	91.091	0.1	
18	100	1	104.317	104.258	0.1	
18	7	1	116.159	116.074	0.1	
18	6	1	110.88	110.526	0.1	
18	5	1	141.504	141.943	0.1	
0	0	0	0.0	0.0	0.0	
19	91	1	98.766	92.502	0.1	
19	90	1	105.958	103.215	0.1	
19	101	1	92.028	91.091	0.1	
19	100	1	104.38	104.258	0.1	
19	7	1	115.104	116.074	0.1	
19	6	1	111.936	110.626	0.1	
19	5	1	143.616	142.043	0.1	
0	0	0	0.0	0.0	0.0	
20	91	1	85.351	92.402	0.1	
20	90	1	102.29	103.215	0.1	
20	101	1	91.796	91.091	0.1	
20	100	1	104.38	104.258	0.1	
20	7	1	118.272	116.174	0.1	
20	6	1	110.88	110.626	0.1	
20	5	1	141.504	142.043	0.1	
0	0	0	0.0	0.0	0.0	
21	91	1	95.744	92.502	0.1	
21	90	1	102.936	103.215	0.1	
21	101	1	92.028	91.091	0.1	
21	100	1	104.158	104.258	0.1	
21	7	1	115.104	116.074	0.1	
21	6	1	111.936	110.726	0.1	
21	5	1	142.56	142.043	0.1	
0	0	0	0.0	0.0	0.0	
22	91	1	92.744	92.502	0.1	
22	90	1	102.29	103.215	0.1	
22	101	1	92.028	91.091	0.1	
22	100	1	104.158	104.258	0.1	
22	7	1	115.104	116.074	0.1	
22	6	1	110.88	110.726	0.1	
22	5	1	141.504	142.043	0.1	
0	0	0	0.0	0.0	0.0	
23	91	1	92.744	92.502	0.1	
23	90	1	102.29	103.215	0.1	
23	101	1	92.028	91.091	0.1	
23	100	1	104.158	104.258	0.1	
23	7	1	115.104	116.074	0.1	
23	6	1	110.88	110.726	0.1	
23	5	1	141.504	142.043	0.1	
0	0	0	0.0	0.0	0.0	
24	91	1	96.324	92.602	0.1	
24	90	1	110.642	103.315	0.1	
24	101	1	92.312	91.191	0.1	
24	100	1	104.443	104.258	0.1	
24	7	1	116.159	116.074	0.1	
24	6	1	109.824	110.726	0.1	
24	5	1	143.616	142.143	0.1	
0	0	0	0.0	0.0	0.0	
25	91	1	101.186	92.802	0.2	
25	90	1	108.311	103.515	0.2	
25	101	1	93.113	91.391	0.2	
25	100	1	105.012	104.258	0.1	
25	7	1	114.048	115.974	0.1	
25	6	1	110.88	110.726	0.1	
25	5	1	143.616	142.343	0.2	
0	0	0	0.0	0.0	0.0	
26	91	1	99.368	93.202	0.4	
26	90	1	111.356	103.915	0.4	
26	101	1	94.254	91.791	0.4	
26	100	1	106.152	104.358	0.1	
26	7	1	116.159	115.974	0.1	
26	6	1	110.88	110.726	0.1	
26	5	1	144.672	142.743	0.4	
0	0	0	0.0	0.0	0.0	
27	91	1	85.351	93.069	0.133	
27	90	1	106.929	104.715	0.8	
27	101	1	93.641	92.591	0.8	
27	100	1	105.993	104.558	0.2	
27	7	1	118.272	116.074	0.1	
27	6	1	108.768	110.626	0.1	
27	5	1	141.504	142.609	0.133	
0	0	0	0.0	0.0	0.0	
28	91	1	90.302	92.802	0.266	
28	90	1	106.929	106.315	1.6	
28	101	1	92.881	92.591	0.266	
28	100	1	105.675	104.958	0.4	
28	7	1	116.159	116.074	0.1	
28	6	1	108.768	110.426	0.2	
28	5	1	141.504	142.343	0.266	
0	0	0	0.0	0.0	0.0	
29	91	1	95.744	92.902	0.1	
29	90	1	109.928	109.515	3.2	
29	101	1	92.881	92.591	0.1	
29	100	1	106.557	105.758	0.8	
29	7	1	115.104	116.074	0.1	
29	6	1	108.768	110.026	0.4	
29	5	1	142.56	142.343	0.1	
0	0	0	0.0	0.0	0.0	
30	91	1	98.766	93.102	0.2	
30	90	1	110.642	115.915	6.4	
30	101	1	93.166	92.591	0.1	
30	100	1	106.842	107.358	1.6	
30	7	1	115.104	116.074	0.1	
30	6	1	109.824	110.026	0.133	
30	5	1	143.616	142.443	0.1	
0	0	0	0.0	0.0	0.0	
31	91	1	92.744	93.102	0.1	
31	90	1	104.62	113.782	2.133	
31	101	1	93.166	92.591	0.1	
31	100	1	106.842	107.358	0.533	
31	7	1	115.104	116.074	0.1	
31	6	1	109.824	110.026	0.1	
31	5	1	141.504	142.443	0.1	
0	0	0	0.0	0.0	0.0	
32	91	1	96.324	93.202	0.1	
32	90	1	108.311	109.515	4.266	
32	101	1	93.451	92.591	0.1	
32	100	1	107.127	107.358	0.177	
32	7	1	116.159	116.074	0.1	
32	6	1	110.88	110.026	0.1	
32	5	1	143.616	142.543	0.1	
0	0	0	0.0	0.0	0.0	
33	91	1	99.368	93.402	0.2	
33	90	1	113.686	110.937	1.422	
33	101	1	94.022	92.691	0.1	
33	100	1	107.697	107.358	0.1	
33	7	1	116.159	116.074	0.1	
33	6	1	109.824	110.026	0.1	
33	5	1	144.672	142.743	0.2	
0	0	0	0.0	0.0	0.0	
34	91	1	95.744	93.802	0.4	
34	90	1	107.62	110.463	0.474	
34	101	1	94.022	92.891	0.2	
34	100	1	107.697	107.358	0.1	
34	7	1	115.104	116.074	0.1	
34	6	1	109.824	110.026	0.1	
34	5	1	142.56	142.743	0.1	
0	0	0	0.0	0.0	0.0	
35	91	1	89.767	93.669	0.133	
35	90	1	99.312	109.515	0.948	
35	101	1	93.736	92.891	0.1	
35	100	1	107.412	107.358	0.1	
35	7	1	115.104	116.074	0.1	
35	6	1	110.88	110.026	0.1	
35	5	1	140.448	142.643	0.1	
0	0	0	0.0	0.0	0.0	
36	91	1	87.324	93.402	0.266	
36	90	1	99.312	107.619	1.896	
36	101	1	93.166	92.891	0.1	
36	100	1	106.842	107.358	0.1	
36	7	1	116.159	116.074	0.1	
36	6	1	110.88	110.026	0.1	
36	5	1	140.448	142.443	0.2	
0	0	0	0.0	0.0	0.0	
37	91	1	89.767	92.869	0.533	
37	90	1	96.959	103.826	3.792	
37	101	1	92.028	92.891	0.1	
37	100	1	105.484	107.258	0.1	
37	7	1	115.104	116.074	0.1	
