0	0	0.0	0.0	0.0	
0	0	0.0	0.0	0.0	
0	0	0.0	0.0	0.0	
0	0	0.0	0.0	0.0	
0	0	0.0	0.0	0.0	
0	0	0.0	0.0	0.0	
0	0	0.0	0.0	0.0	
1	7	123.552	123.552	1.0	
1	6	121.44	121.44	1.0	
1	5	149.952	149.952	1.0	
1	100	102.379	102.379	1.0	
1	101	97.205	97.205	1.0	
0	90	102.379	0.0	0.0	
0	91	97.205	0.0	0.0	
2	7	129.888	124.552	1.0	
2	6	127.776	122.44	1.0	
2	5	156.288	150.952	1.0	
2	100	102.949	102.379	0.333	
2	101	97.733	97.205	0.333	
0	90	105.992	0.0	0.0	
0	91	100.55	0.0	0.0	
3	7	112.992	124.218	0.333	
3	6	114.048	122.106	0.333	
3	5	142.56	150.618	0.333	
3	100	102.759	102.379	0.111	
3	101	97.557	97.205	0.111	
0	90	98.164	0.0	0.0	
0	91	100.561	0.0	0.0	
4	6	112.992	124.218	0.333	
4	5	114.048	122.106	0.333	
3	7	142.56	150.618	0.333	
3	100	102.759	102.379	0.111	
3	101	97.557	97.205	0.111	
0	90	98.164	0.0	0.0	
0	91	100.561	0.0	0.0	
5	7	116.159	123.552	0.666	
5	6	114.048	120.106	1.333	
5	5	140.448	148.618	1.333	
5	100	101.618	102.379	0.1	
5	101	93.224	97.093	0.111	
0	90	92.186	0.0	0.0	
0	91	87.324	0.0	0.0	
6	7	115.104	122.218	1.333	
6	6	115.104	117.44	2.666	
6	5	141.504	145.952	2.666	
6	100	100.098	102.279	0.1	
6	101	88.645	96.871	0.222	
0	90	92.744	0.0	0.0	
0	91	92.744	0.0	0.0	
7	7	116.159	119.552	2.666	
7	6	111.936	112.106	5.333	
7	5	143.616	140.618	5.333	
7	100	97.057	102.079	0.2	
7	101	79.809	96.427	0.444	
0	90	105.958	0.0	0.0	
0	91	96.324	0.0	0.0	
8	7	116.159	114.218	5.333	
8	6	111.936	112.106	1.777	
8	5	142.56	142.396	1.777	
8	100	102.088	102.079	0.1	
8	101	97.308	96.427	0.148	
0	90	102.936	0.0	0.0	
0	91	93.302	0.0	0.0	
9	7	115.104	114.218	1.777	
9	6	112.992	112.106	0.592	
9	5	140.448	141.803	0.592	
9	100	100.404	101.979	0.1	
9	101	95.624	96.427	0.1	
0	90	94.584	0.0	0.0	
0	91	89.767	0.0	0.0	
10	7	115.104	114.218	0.592	
10	6	112.992	112.106	0.197	
10	5	141.504	141.803	0.197	
10	100	100.404	101.779	0.2	
10	101	95.624	96.427	0.1	
0	90	97.561	0.0	0.0	
0	91	92.744	0.0	0.0	
11	7	115.104	114.218	0.197	
11	6	112.992	112.106	0.1	
11	5	140.448	141.606	0.197	
11	100	99.844	101.379	0.4	
11	101	95.064	96.327	0.1	
0	90	94.584	0.0	0.0	
0	91	89.767	0.0	0.0	
12	7	114.048	114.218	0.1	
12	6	111.936	112.106	0.1	
12	5	140.448	141.211	0.395	
12	100	98.727	100.579	0.8	
12	101	93.947	96.127	0.2	
0	90	96.959	0.0	0.0	
0	91	92.186	0.0	0.0	
13	7	114.048	114.218	0.1	
13	6	112.992	112.106	0.1	
13	5	139.392	140.421	0.79	
13	100	96.501	98.979	1.6	
13	101	91.721	95.727	0.4	
0	90	91.629	0.0	0.0	
0	91	89.231	0.0	0.0	
14	7	116.159	114.318	0.1	
14	6	114.048	112.206	0.1	
14	5	140.448	140.421	0.263	
14	100	96.277	95.779	3.2	
14	101	91.493	94.927	0.8	
0	90	92.186	0.0	0.0	
0	91	87.324	0.0	0.0	
15	7	112.992	114.218	0.1	
15	6	114.048	112.406	0.2	
15	5	139.392	140.157	0.263	
15	100	95.089	95.779	1.066	
15	101	90.982	93.327	1.6	
0	90	89.231	0.0	0.0	
0	91	91.629	0.0	0.0	
16	7	116.159	114.318	0.1	
16	6	114.048	112.806	0.4	
16	5	141.504	140.257	0.1	
16	100	94.468	94.712	1.066	
16	101	91.034	90.127	3.2	
0	90	95.164	0.0	0.0	
0	91	90.302	0.0	0.0	
17	7	115.104	114.318	0.1	
17	6	114.048	113.606	0.8	
17	5	140.448	140.257	0.1	
17	100	92.657	92.579	2.133	
17	101	91.034	90.127	1.066	
0	90	92.186	0.0	0.0	
0	91	89.767	0.0	0.0	
18	7	115.104	114.318	0.1	
18	6	112.992	113.606	0.266	
18	5	141.504	140.357	0.1	
18	100	92.938	92.579	0.711	
18	101	91.315	91.193	1.066	
0	90	97.561	0.0	0.0	
0	91	92.744	0.0	0.0	
19	7	115.104	114.318	0.1	
19	6	114.048	113.606	0.1	
19	5	143.616	140.557	0.2	
19	100	93.5	92.579	0.237	
19	101	91.877	91.193	0.355	
0	90	101.186	0.0	0.0	
0	91	98.766	0.0	0.0	
20	7	115.104	114.318	0.1	
20	6	115.104	113.706	0.1	
20	5	140.448	140.557	0.1	
20	100	93.272	92.579	0.1	
20	101	91.877	91.193	0.118	
0	90	89.767	0.0	0.0	
0	91	89.767	0.0	0.0	
21	6	115.104	114.318	0.1	
21	5	115.104	113.706	0.1	
20	7	140.448	140.557	0.1	
20	100	93.272	92.579	0.1	
20	101	91.877	91.193	0.118	
0	90	89.767	0.0	0.0	
0	91	89.767	0.0	0.0	
22	7	118.272	114.418	0.1	
22	6	112.992	113.706	0.1	
22	5	140.448	140.657	0.1	
22	100	93.553	92.579	0.1	
22	101	91.929	91.193	0.1	
0	90	94.584	0.0	0.0	
0	91	82.373	0.0	0.0	
23	7	116.159	114.618	0.2	
23	6	112.992	113.706	0.1	
23	5	141.504	140.657	0.1	
23	100	93.553	92.579	0.1	
23	101	91.471	91.193	0.1	
0	90	97.561	0.0	0.0	
0	91	90.302	0.0	0.0	
24	7	116.159	115.018	0.4	
24	6	112.992	113.706	0.1	
24	5	141.504	140.657	0.1	
24	100	93.553	92.579	0.1	
24	101	90.553	91.193	0.1	
0	90	97.561	0.0	0.0	
0	91	90.302	0.0	0.0	
25	7	115.104	115.018	0.133	
25	6	112.992	113.706	0.1	
25	5	141.504	140.657	0.1	
25	100	93.553	92.579	0.1	
25	101	90.553	91.193	0.1	
0	90	97.561	0.0	0.0	
0	91	92.744	0.0	0.0	
26	7	116.159	115.151	0.133	
26	6	112.992	113.706	0.1	
26	5	142.56	140.757	0.1	
26	100	93.835	92.679	0.1	
26	101	90.527	91.193	0.1	
0	90	100.561	0.0	0.0	
0	91	93.302	0.0	0.0	
27	6	116.159	115.151	0.133	
27	5	112.992	113.706	0.1	
26	7	142.56	140.757	0.1	
26	100	93.835	92.679	0.1	
26	101	90.527	91.193	0.1	
0	90	100.561	0.0	0.0	
0	91	93.302	0.0	0.0	
28	7	126.72	115.418	0.266	
28	6	112.992	113.706	0.1	
28	5	140.448	140.757	0.1	
28	100	93.835	92.879	0.2	
28	101	89.912	91.093	0.1	
0	90	94.584	0.0	0.0	
0	91	61.676	0.0	0.0	
29	7	116.159	115.418	0.1	
29	6	112.992	113.706	0.1	
29	5	141.504	140.757	0.1	
29	100	93.835	92.879	0.1	
29	101	89.912	90.893	0.2	
0	90	97.561	0.0	0.0	
0	91	90.302	0.0	0.0	
30	7	119.328	115.518	0.1	
30	6	112.992	113.706	0.1	
30	5	142.56	140.857	0.1	
30	100	94.117	92.979	0.1	
30	101	89.963	90.893	0.1	
0	90	100.561	0.0	0.0	
0	91	85.841	0.0	0.0	
31	7	115.104	115.518	0.1	
31	6	112.992	113.706	0.1	
31	5	140.448	140.857	0.1	
31	100	94.117	93.179	0.2	
31	101	89.963	90.893	0.1	
0	90	94.584	0.0	0.0	
0	91	89.767	0.0	0.0	
32	7	112.992	115.418	0.1	
32	6	112.992	113.706	0.1	
32	5	140.448	140.857	0.1	
32	100	94.117	93.179	0.1	
32	101	90.194	90.893	0.1	
0	90	94.584	0.0	0.0	
0	91	94.584	0.0	0.0	
33	7	114.048	115.218	0.2	
33	6	112.992	113.706	0.1	
33	5	141.504	140.857	0.1	
33	100	94.117	93.179	0.1	
33	101	90.655	90.893	0.1	
0	90	97.561	0.0	0.0	
0	91	95.164	0.0	0.0	
34	6	114.048	115.218	0.2	
34	5	112.992	113.706	0.1	
33	7	141.504	140.857	0.1	
33	100	94.117	93.179	0.1	
33	101	90.655	90.893	0.1	
0	90	97.561	0.0	0.0	
0	91	95.164	0.0	0.0	
35	7	115.104	115.218	0.1	
35	6	112.992	113.706	0.1	
35	5	140.448	140.857	0.1	
35	100	94.117	93.179	0.1	
35	101	90.655	90.893	0.1	
0	90	94.584	0.0	0.0	
0	91	89.767	0.0	0.0	
36	7	115.104	115.218	0.1	
